Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2014,1.25,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2015,1.24,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2016,1.24,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2017,1.23,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2018,1.22,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2019,1.21,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2020,1.16,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,15 - United States,2021,1.14,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2010,1.41,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2011,1.4,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2012,1.34,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2013,1.32,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2014,1.3,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2015,1.29,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2016,1.28,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2017,1.26,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2018,1.24,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2019,1.22,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2020,1.28,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",15 - United States,2021,1.21,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2010,68700.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2011,69880.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2012,69550.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2013,70610.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2014,71640.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2015,72980.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2016,74250.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2017,75770.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2018,77670.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2019,79400.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2020,81630.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",15 - United States,2021,84910.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2010,68700.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2011,69880.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2012,69550.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2013,70610.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2014,71640.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2015,72980.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2016,74250.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2017,75770.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2018,77670.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2019,79400.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2020,81630.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",15 - United States,2021,84910.0,D,Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2011,308216.0,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2012,317217.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2013,291406.0,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2014,293825.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2015,295411.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2016,292031.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2017,299793.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2018,302940.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2019,307967.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2020,309171.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",31 - Australia,2021,339361.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2011,308397.54,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2012,317892.15,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2013,287921.03,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2014,292046.84,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2015,295411.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2016,281493.95,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2017,283785.02,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2018,277340.71,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2019,277121.75,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2020,270625.22,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",31 - Australia,2021,277320.65,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2011,4.22,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2012,4.22,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2013,3.8,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2014,3.74,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2015,3.73,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2016,3.65,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2017,3.72,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2018,3.68,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2019,3.63,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2020,3.51,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,31 - Australia,2021,3.77,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2011,4.59,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2012,4.69,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2013,4.22,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2014,4.25,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2015,4.24,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2016,4.02,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2017,4.0,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2018,3.89,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2019,3.94,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2020,3.81,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",31 - Australia,2021,3.78,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2011,201891.6,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2012,205158.83,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2013,191947.72,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2014,192015.38,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2015,191147.62,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2016,190459.64,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2017,191820.87,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2018,194272.13,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2019,194159.09,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2020,196376.85,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",31 - Australia,2021,217319.28,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2011,317924.46,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2012,328449.65,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2013,281322.56,E; B; D,Estimated value; Break; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2014,264859.2,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2015,221931.65,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2016,217088.88,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2017,229769.05,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2018,226342.86,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2019,214087.94,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2020,212768.7,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",31 - Australia,2021,254924.04,E; D,Estimated value; Difference in methodology
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2010,154765.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2011,154759.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2012,158198.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2013,161563.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2014,163820.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2015,170298.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2016,174043.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2017,184663.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2018,191676.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU",23 - Austria,2019,201556.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2010,170850.92,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2011,167768.41,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2012,168044.47,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2013,168876.55,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2014,167589.46,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2015,170298.0,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2016,170884.55,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2017,179506.82,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2018,182961.06,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"annual income, NCU at 2015 GDP price level",23 - Austria,2019,189461.5,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2010,4.25,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2011,4.17,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2012,4.14,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2013,4.14,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2014,4.1,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2015,4.17,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2016,4.16,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2017,4.34,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2018,4.4,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,income per average wage,23 - Austria,2019,4.51,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2010,4.37,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2011,4.19,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2012,4.19,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2013,4.23,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2014,4.2,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2015,4.28,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2016,4.25,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2017,4.4,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2018,4.4,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, /capita GDP",23 - Austria,2019,4.51,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2010,180659.46,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2011,181889.23,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2012,184856.31,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2013,191106.77,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2014,193733.41,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2015,200241.99,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2016,209172.97,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2017,220498.14,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2018,231599.6,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, PPP for private consumption, in US$",23 - Austria,2019,246741.83,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2010,205174.54,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2011,215417.57,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2012,203251.03,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2013,214574.77,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2014,217635.06,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2015,188947.92,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2016,192648.83,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2017,208610.2,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2018,226360.55,,None
Remuneration of specialists,Self-employed,specialists - Self-employed,"income, US$ exchange rate",23 - Austria,2019,225636.87,,None
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2010,99616.17,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2011,103562.69,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2012,106913.36,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2013,115916.44,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2014,118602.69,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2015,115261.68,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2016,116151.5,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2017,116981.5,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2018,113128.67,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2019,115753.0,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2020,116726.99,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU",28 - Belgium,2021,117151.89,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2010,107155.88,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2011,109423.49,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2012,110791.03,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2013,118612.77,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2014,120180.56,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2015,115261.68,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2016,113962.45,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2017,112713.84,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2018,107338.01,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2019,107941.79,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2020,107235.45,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"annual income, NCU at 2015 GDP price level",28 - Belgium,2021,104672.53,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2010,2.54,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2011,2.54,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2012,2.55,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2013,2.71,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2014,2.74,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2015,2.66,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2016,2.63,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2017,2.62,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2018,2.47,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2019,2.47,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2020,2.54,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,income per average wage,28 - Belgium,2021,2.42,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2010,2.99,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2011,3.04,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2012,3.07,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2013,3.29,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2014,3.3,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2015,3.12,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2016,3.06,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2017,2.99,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2018,2.81,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2019,2.78,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2020,2.93,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, /capita GDP",28 - Belgium,2021,2.7,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2010,111408.42,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2011,117589.33,E,Estimated value
Remuneration of specialists,Salaried,specialists - Salaried,"income, PPP for private consumption, in US$",28 - Belgium,2012,121063.23,E,Estimated value
