VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2010,2010,182810.43,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2011,2011,204205.02,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2012,2012,212671.08,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2013,2013,208817.76,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2014,2014,217872.76,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2015,2015,237268.74,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2016,2016,257325.28,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2017,2017,267871.66,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2018,2018,293917.86,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2019,2019,318325.24,,
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",KOR,Korea,2020,2020,298800.03,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2010,2010,143595.27,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2011,2011,168050.66,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2012,2012,172682.6,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2013,2013,186190.43,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2014,2014,205853.48,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2015,2015,201336.6,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2016,2016,214395.31,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2017,2017,234967.66,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2018,2018,261911.47,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2019,2019,271781.16,,
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",KOR,Korea,2020,2020,248632.3,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LVA,Latvia,2010,2010,14846,B,Break
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LVA,Latvia,2014,2014,17332,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LVA,Latvia,2018,2018,24403,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LVA,Latvia,2010,2010,17009.81,B,Break
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LVA,Latvia,2014,2014,17352.06,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LVA,Latvia,2018,2018,22621.08,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LVA,Latvia,2010,2010,1.68,B,Break
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LVA,Latvia,2014,2014,1.56,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LVA,Latvia,2018,2018,1.67,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LVA,Latvia,2010,2010,1.72,B,Break
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LVA,Latvia,2014,2014,1.46,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LVA,Latvia,2018,2018,1.61,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LVA,Latvia,2010,2010,26229.17,B,Break
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LVA,Latvia,2014,2014,30422.82,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LVA,Latvia,2018,2018,43252.7,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LVA,Latvia,2010,2010,19668.84,B,Break
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LVA,Latvia,2014,2014,23025.58,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LVA,Latvia,2018,2018,28818.82,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LTU,Lithuania,2010,2010,13895,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LTU,Lithuania,2014,2014,17443,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LTU,Lithuania,2018,2018,22939,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LTU,Lithuania,2010,2010,15368.07,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LTU,Lithuania,2014,2014,17454.11,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LTU,Lithuania,2018,2018,20925.66,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LTU,Lithuania,2010,2010,1.32,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LTU,Lithuania,2014,2014,1.36,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LTU,Lithuania,2018,2018,1.36,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LTU,Lithuania,2010,2010,1.54,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LTU,Lithuania,2014,2014,1.4,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LTU,Lithuania,2018,2018,1.41,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LTU,Lithuania,2010,2010,26910.41,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LTU,Lithuania,2014,2014,34894.03,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LTU,Lithuania,2018,2018,46225.24,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LTU,Lithuania,2010,2010,18407.73,B; D,Break; Difference in methodology
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LTU,Lithuania,2014,2014,23161.69,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LTU,Lithuania,2018,2018,27089.9,D,Difference in methodology
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2010,2010,197444,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2011,2011,208161,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2012,2012,218959,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2013,2013,232010,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2014,2014,243904,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",LUX,Luxembourg,2015,2015,258552,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2010,2010,226680.86,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2011,2011,231015.99,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2012,2012,235314.24,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2013,2013,243791.34,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2014,2014,249316.67,E,Estimated value
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2015,2015,258552,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2010,2010,3.6,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2011,2011,3.67,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2012,2012,3.82,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2013,2013,3.93,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2014,2014,4.04,E,Estimated value
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",LUX,Luxembourg,2015,2015,4.22,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2010,2010,2.36,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2011,2011,2.43,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2012,2012,2.5,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2013,2013,2.57,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2014,2014,2.62,E,Estimated value
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",LUX,Luxembourg,2015,2015,2.72,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2010,2010,201947.84,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2011,2011,214787.41,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2012,2012,224680.95,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2013,2013,240496.89,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2014,2014,250630.68,E,Estimated value
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",LUX,Luxembourg,2015,2015,264634.36,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2010,2010,261754.8,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2011,2011,289750.76,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2012,2012,281316.09,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2013,2013,308136.72,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2014,2014,324026.74,E,Estimated value
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",LUX,Luxembourg,2015,2015,286866.91,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2010,2010,298917,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2011,2011,316192,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2012,2012,338531,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2013,2013,348466,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2014,2014,363655,E,Estimated value
RVNURMED,Remuneration of specialists,YSELFPMB,"Self-employed, annual income, NCU",LUX,Luxembourg,2015,2015,362207,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2010,2010,343179.65,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2011,2011,350908.23,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2012,2012,363817.73,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2013,2013,366160.92,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2014,2014,371725.16,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFPIMT,"Self-employed, annual income, NCU at 2015 GDP price level",LUX,Luxembourg,2015,2015,362207,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2010,2010,5.45,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2011,2011,5.57,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2012,2012,5.9,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2013,2013,5.91,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2014,2014,6.02,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFAWMT,"Self-employed, income per average wage",LUX,Luxembourg,2015,2015,5.91,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2010,2010,3.57,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2011,2011,3.7,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2012,2012,3.86,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2013,2013,3.86,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2014,2014,3.91,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFGDMB,"Self-employed, income, /capita GDP",LUX,Luxembourg,2015,2015,3.81,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2010,2010,305735.51,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2011,2011,326257.37,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2012,2012,347377.67,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2013,2013,361212.84,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2014,2014,373684.31,E,Estimated value
RVNURMED,Remuneration of specialists,YSELVCMT,"Self-employed, income, PPP for private consumption, in US$",LUX,Luxembourg,2015,2015,370727.81,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2010,2010,396279.24,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2011,2011,440125.05,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2012,2012,434940.86,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2013,2013,462804.06,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2014,2014,483116.08,E,Estimated value
RVNURMED,Remuneration of specialists,YSEFXRMB,"Self-employed, income, US$ exchange rate",LUX,Luxembourg,2015,2015,401873.52,E,Estimated value
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2010,2010,396705.64,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2011,2011,414940.5,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2012,2012,438273.27,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2013,2013,458160.89,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2014,2014,477967.91,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2015,2015,498135.17,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2016,2016,518381.12,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2017,2017,539271.29,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2018,2018,559087.92,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2019,2019,580779.72,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2020,2020,603798.72,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",MEX,Mexico,2021,2021,625032.61,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2010,2010,476473.55,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2011,2011,470863.07,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2012,2012,477909.02,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2013,2013,492067.89,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2014,2014,491518.72,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2015,2015,498135.17,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2016,2016,490866.68,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2017,2017,478526,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2018,2018,472727.38,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2019,2019,471619.83,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2020,2020,470697.07,,
RVNURMED,Remuneration of specialists,YSALPIMT,"Salaried, annual income, NCU at 2015 GDP price level",MEX,Mexico,2021,2021,463323.67,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2010,2010,3.3,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2011,2011,3.25,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2012,2012,3.32,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2013,2013,3.34,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2014,2014,3.33,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2015,2015,3.34,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2016,2016,3.36,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2017,2017,3.33,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2018,2018,3.25,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2019,2019,3.23,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2020,2020,3.33,,
RVNURMED,Remuneration of specialists,YSALAWMT,"Salaried, income per average wage",MEX,Mexico,2021,2021,3.23,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2010,2010,3.38,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2011,2011,3.26,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2012,2012,3.24,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2013,2013,3.33,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2014,2014,3.28,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2015,2015,3.25,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2016,2016,3.16,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2017,2017,3.05,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2018,2018,2.98,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2019,2019,3.01,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2020,2020,3.29,,
RVNURMED,Remuneration of specialists,YSALGDMT,"Salaried, income, /capita GDP",MEX,Mexico,2021,2021,3.12,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2010,2010,45467.59,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2011,2011,46412.83,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2012,2012,47517.17,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2013,2013,49903.75,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2014,2014,51099.75,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2015,2015,52804.41,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2016,2016,54797.55,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2017,2017,53206.8,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2018,2018,54010.38,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2019,2019,53194.47,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2020,2020,52461.31,,
RVNURMED,Remuneration of specialists,YSALVCMT,"Salaried, income, PPP for private consumption, in US$",MEX,Mexico,2021,2021,52773.91,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2010,2010,31394.86,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2011,2011,33400.12,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2012,2012,33279.52,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2013,2013,35872.31,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2014,2014,35957.85,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2015,2015,31431.52,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2016,2016,27774.3,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2017,2017,28492.9,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2018,2018,29052.07,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2019,2019,30149.02,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2020,2020,28102.47,,
RVNURMED,Remuneration of specialists,YSALXRMT,"Salaried, income, US$ exchange rate",MEX,Mexico,2021,2021,30831.69,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2010,2010,147101,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2011,2011,147951,,
RVNURMED,Remuneration of specialists,YSALARMT,"Salaried, annual income, NCU",NLD,Netherlands,2012,2012,152897,,
